date,sales,revenue,units_sold,temperature,day_of_week,is_weekend,is_promotion,is_event,month,season
2023-11-19,4798.42,4798.42,107,-14.196534612580665,6,1,0,0,11,fall
2023-11-20,3578.62,3578.62,80,-10.70572821996152,0,0,0,0,11,fall
2023-11-21,4183.08,4183.08,93,-11.719305354649569,1,0,0,0,11,fall
2023-11-22,4024.34,4024.34,89,-14.524080392172662,2,0,0,0,11,fall
2023-11-23,4422.01,4422.01,98,-9.573156683142805,3,0,0,0,11,fall
2023-11-24,5472.94,5472.94,122,-17.15388146020325,4,0,1,0,11,fall
2023-11-25,8052.08,8052.08,179,-11.605950761599031,5,1,1,0,11,fall
2023-11-26,7485.5,7485.5,166,-11.786750197662954,6,1,1,0,11,fall
2023-11-27,384113.0,3841.13,85,-14.896182297276368,0,0,0,0,11,fall
2023-11-28,4165.49,4165.49,93,-12.873748891429297,1,0,0,0,11,fall
2023-11-29,3474.24,3474.24,77,-18.22359878238248,2,0,0,0,11,fall
2023-11-30,4521.02,4521.02,100,-11.061327086833305,3,0,0,0,11,fall
2023-12-01,4984.76,4984.76,111,-15.766274837207483,4,0,0,0,12,winter
2023-12-02,6616.51,6616.51,147,-18.661240120448678,5,1,0,0,12,winter
2023-12-03,4882.08,4882.08,108,-5.639023706168702,6,1,0,0,12,winter
2023-12-04,4344.01,4344.01,97,-20.321588982985226,0,0,0,0,12,winter
2023-12-05,3667.85,3667.85,82,-26.256244215057293,1,0,0,0,12,winter
2023-12-06,3672.97,3672.97,82,-27.553682728801782,2,0,0,0,12,winter
2023-12-07,5864.82,5864.82,130,-9.590075331605192,3,0,0,0,12,winter
2023-12-08,4299.4,4299.4,96,-25.364449978818044,4,0,0,0,12,winter
2023-12-09,6721.9,6721.9,149,-0.12061342983002632,5,1,0,0,12,winter
2023-12-10,3983.43,3983.43,89,-32.138633981821805,6,1,0,0,12,winter
2023-12-11,5088.87,5088.87,113,-0.6930274510681187,0,0,0,0,12,winter
2023-12-12,,5081.1,113,-13.108232066546666,1,0,0,0,12,winter
2023-12-13,4199.04,4199.04,93,-15.70479533793115,2,0,0,0,12,winter
2023-12-14,4169.89,4169.89,93,-19.46757205658504,3,0,0,0,12,winter
2023-12-15,5649.23,5649.23,126,-11.623749240045292,4,0,0,0,12,winter
2023-12-16,5256.53,5256.53,117,-15.282379933187952,5,1,0,0,12,winter
2023-12-17,5474.8,5474.8,122,-5.789013383637823,6,1,0,0,12,winter
2023-12-18,4905.14,4905.14,109,-14.041297138126696,0,0,0,0,12,winter
2023-12-19,4561.84,4561.84,101,-13.746235200972087,1,0,0,0,12,winter
2023-12-20,4465.4,4465.4,99,-18.02996286449165,2,0,0,0,12,winter
2023-12-21,4747.75,4747.75,106,-15.471074394040592,3,0,0,0,12,winter
2023-12-22,6216.48,6216.48,138,-12.423735427828092,4,0,0,0,12,winter
2023-12-23,3845.78,3845.78,85,-29.227934589472014,5,1,0,0,12,winter
2023-12-24,3911.03,3911.03,87,-26.19475311416994,6,1,0,0,12,winter
2023-12-25,4601.34,4601.34,102,-8.744917492018395,0,0,0,0,12,winter
2023-12-26,5261.3,5261.3,117,-13.489389952343096,1,0,0,0,12,winter
2023-12-27,4363.87,4363.87,97,-16.416527610874645,2,0,0,0,12,winter
2023-12-28,4550.87,4550.87,101,-14.695371317432018,3,0,0,0,12,winter
2023-12-29,6194.36,6194.36,138,-11.913727424562536,4,0,0,0,12,winter
2023-12-30,5478.46,5478.46,122,-19.26510458719273,5,1,0,0,12,winter
2023-12-31,4578.63,4578.63,102,-21.20546976576008,6,1,0,0,12,winter
